token,api_symbol,name,exch_seg,lotsize
590,669PN30,669PN30,NSE,100
595,CARBORUNIV,CARBORUNIV,NSE,1
5911,PARAS,PARAS,NSE,1
5957,BSLSENETFG,BSLSENETFG,NSE,1
6054,CYBERTECH,CYBERTECH,NSE,1
6062,LICNETFGSC,LICNETFGSC,NSE,1
6093,675GJ29,675GJ29,NSE,100
6112,713AP36A,713AP36A,NSE,100
6115,714AP41A,714AP41A,NSE,100
6164,BHAGCHEM,BHAGCHEM,NSE,1
6198,FCL,FCL,NSE,1
62,605AS25,605AS25,NSE,100
620,699WB35,699WB35,NSE,100
6258,ROLTA,ROLTA,NSE,1
6286,GULPOLY,GULPOLY,NSE,1
6304,609AS26,609AS26,NSE,100
6330,699AS31,699AS31,NSE,100
6350,699UP31B,699UP31B,NSE,100
6351,702AP36,702AP36,NSE,100
6488,708TS42,708TS42,NSE,100
6663,SIGACHI,SIGACHI,NSE,1
6713,MOLDTKPAC,MOLDTKPAC,NSE,1
6741,671TN29,671TN29,NSE,100
6792,SBC,SBC,NSE,1
6815,BIRLACABLE,BIRLACABLE,NSE,1
6835,795GS2032,795GS2032,NSE,1
6877,687BR30A,687BR30A,NSE,100
6884,824GS2027,824GS2027,NSE,1
6895,662PY28,662PY28,NSE,100
6898,826GS2027,826GS2027,NSE,1
6908,VISHNU,VISHNU,NSE,1
6944,GANECOS,GANECOS,NSE,1
7019,833GS2026,833GS2026,NSE,1
7114,815GS2026,815GS2026,NSE,1
7205,668GS2031,668GS2031,NSE,1
7227,MAPMYINDIA,MAPMYINDIA,NSE,1
7276,UDAICEMENT,UDAICEMENT,NSE,1
7390,SUPRIYA,SUPRIYA,NSE,1
7518,TREJHARA,TREJHARA,NSE,1
755924,MARSHALL,MARSHALL,NSE,1
755925,684TS56,684TS56,NSE,100
756015,CIFL,CIFL,NSE,1
756031,815ANN31,815ANN31,NSE,1
756061,675AS40,675AS40,NSE,100
756091,67RJ35,67RJ35,NSE,100
756098,675TR40,675TR40,NSE,100
756104,678RJ47,678RJ47,NSE,100
756141,930IIFL27,930IIFL27,NSE,1
756167,995ISF28,995ISF28,NSE,1
756338,TANKUP,TANKUP,NSE,1000
756720,686REC35,686REC35,NSE,1
756800,182D181225,182D181225,NSE,100
756801,364D180626,364D180626,NSE,100
756813,67HR39,67HR39,NSE,100
756838,930PFL27A,930PFL27A,NSE,1
756858,671AP35,671AP35,NSE,100
756860,679PN45,679PN45,NSE,100
756864,677MP37,677MP37,NSE,100
756871,ENRIN,ENRIN,NSE,1
756874,754GIL29,754GIL29,NSE,1
756882,803ABCL35,803ABCL35,NSE,1
756916,12VCCL29B,12VCCL29B,NSE,1
756932,686NHPCL32,686NHPCL32,NSE,1
756938,689NTPC35,689NTPC35,NSE,1
756963,PATILAUTOM,PATILAUTOM,NSE,1200
757034,664HR36,664HR36,NSE,100
757044,364D280526,364D280526,NSE,100
757058,708IIFCL35,708IIFCL35,NSE,1
757119,685TS50,685TS50,NSE,100
757129,990CCSP27,990CCSP27,NSE,1
757167,MONEXT50,MONEXT50,NSE,1
757174,930APMD34,930APMD34,NSE,1
757186,930APMD31,930APMD31,NSE,1
757397,694KL62,694KL62,NSE,100
757406,LLOYDSENPP,LLOYDSENPP,NSE,1
757438,709PY40,709PY40,NSE,100
757447,182D111225,182D111225,NSE,100
757509,ASTEC,ASTEC-RE,NSE,1
757529,ABHF26625,ABHF26625,NSE,1
757545,TRAVELFOOD,TRAVELFOOD,NSE,1
757548,703MH38,703MH38,NSE,100
757569,743NIIF30,743NIIF30,NSE,1
757606,950SCL30,950SCL30,NSE,1
757614,ARISINFRA,ARISINFRA,NSE,1
757627,688BR35,688BR35,NSE,100
757683,PUSHPA,PUSHPA,NSE,1000
757754,PICCADIL,PICCADIL,NSE,1
757763,SUNTECH,SUNTECH,NSE,1600
757777,RTL,RTL,NSE,2000
757892,111ESFB31,111ESFB31,NSE,1
757955,PASHUPATI,PASHUPATI,NSE,1
757900,718SFL28,718SFL28,NSE,1
757914,719PN49,719PN49,NSE,100
757965,SMARTWORKS,SMARTWORKS,NSE,1
758296,670RECL29,670RECL29,NSE,1
758340,116VCCL26A,116VCCL26A,NSE,1
761,662JH30,662JH30,NSE,100
758346,EEPL,EEPL,NSE,1000
758556,LTFL28,LTFL28,NSE,1
758563,ELLEN,ELLEN,NSE,1
7765,875SCFL27,875SCFL27,NSE,1
7780,BCONCEPTS,BCONCEPTS,NSE,1
7819,714RJ32,714RJ32,NSE,100
7855,723MN32,723MN32,NSE,100
7872,735KA36,735KA36,NSE,100
7879,SGBJAN30IX,SGBJAN30IX,NSE,1
7892,618GJ26A,618GJ26A,NSE,100
7894,645RJ27A,645RJ27A,NSE,100
7898,729MZ33,729MZ33,NSE,100
7900,727SK32,727SK32,NSE,100
7921,ATLASCYCLE,ATLASCYCLE,NSE,1
8003,SILVER,SILVER,NSE,1
8006,732KA34,732KA34,NSE,100
8010,62RJ26,62RJ26,NSE,100
8054,KTKBANK,KTKBANK,NSE,1
8128,699MH29,699MH29,NSE,100
8140,734MN32,734MN32,NSE,100
8150,VISAKAIND,VISAKAIND,NSE,1
8192,713JK34,713JK34,NSE,100
8287,702TN30,702TN30,NSE,100
834,SGBOC28VII,SGBOC28VII,NSE,1
8326,715GA32,715GA32,NSE,100
8342,GSEC5IETF,GSEC5IETF,NSE,1
8358,735PY33,735PY33,NSE,100
836,575PY26,575PY26,NSE,100
838,645HP29,645HP29,NSE,100
8363,748AP38,748AP38,NSE,100
8445,H1861D46DG,H1861D46DG,NSE,1
8446,H1861D46DQ,H1861D46DQ,NSE,1
8479,TVSMOTOR,TVSMOTOR,NSE,1
8491,719TN32,719TN32,NSE,100
8575,726HR32,726HR32,NSE,100
8576,727ML32,727ML32,NSE,100
8587,743TN47,743TN47,NSE,100
8591,AKSHOPTFBR,AKSHOPTFBR,NSE,1
8647,SFMP61DR,SFMP61DR,NSE,1
8692,734GA32,734GA32,NSE,100
8776,H1876D46RD,H1876D46RD,NSE,1
8893,UNITECH,UNITECH,NSE,1
8935,711MH29,711MH29,NSE,100
8953,ELDEHSG,ELDEHSG,NSE,1
8968,HARIOMPIPE,HARIOMPIPE,NSE,1
9027,VCL,VCL,NSE,1
92,668UP30,668UP30,NSE,100
913,EQUITASBNK,EQUITASBNK,NSE,1
9111,ARVINDFASN,ARVINDFASN,NSE,1
9162,BALAJITELE,BALAJITELE,NSE,1
9354,TAJGVK,TAJGVK,NSE,1
9356,MSTCLTD,MSTCLTD,NSE,1
936,DPABHUSHAN,DPABHUSHAN,NSE,1
945,SGBJAN26,SGBJAN26,NSE,1
9437,763MH30,763MH30,NSE,100
9581,METROPOLIS,METROPOLIS,NSE,1
9499,ARENTERP,ARENTERP,NSE,1
9517,SFMP1DR,SFMP1DR,NSE,1
9522,SFMP1GR,SFMP1GR,NSE,1
9599,DELHIVERY,DELHIVERY,NSE,1
9652,RELCHEMQ,RELCHEMQ,NSE,1
9725,772RJ35,772RJ35,NSE,100
9768,GSTL,GSTL,NSE,1000
9819,HAVELLS,HAVELLS,NSE,1
9862,WEWIN,WEWIN,NSE,1
9869,794TN32,794TN32,NSE,100
9884,TNTELE,TNTELE,NSE,1
9879,CHEVIOT,CHEVIOT,NSE,1
9921,ALANKIT,ALANKIT,NSE,1
9907,763GS2059,763GS2059,NSE,1
9928,785AP37,785AP37,NSE,100
5545,706KL39,706KL39,NSE,100
5556,685BR30,685BR30,NSE,100
5567,70AP39A,70AP39A,NSE,100
5568,70TS36,70TS36,NSE,100
5633,J&KBANK,J&KBANK,NSE,1
5676,687JH31,687JH31,NSE,100
5691,687MN31,687MN31,NSE,100
5718,SHREMINVIT,SHREMINVIT,NSE,25000
5745,68SK31,68SK31,NSE,100
5865,LAGNAM,LAGNAM,NSE,1
5880,596PY26,596PY26,NSE,100
5967,704AP34,704AP34,NSE,100
599,645MH27,645MH27,NSE,100
5992,706MZ34,706MZ34,NSE,100
6001,705WB36,705WB36,NSE,100
6068,AIROLAM,AIROLAM,NSE,1
611,66RJ30A,66RJ30A,NSE,100
6082,DYNAMIC,DYNAMIC,NSE,500
6159,ARTNIRMAN,ARTNIRMAN,NSE,1
618,675KA33A,675KA33A,NSE,100
629,691MP40,691MP40,NSE,100
6278,MEDICAMEQ,MEDICAMEQ,NSE,1
6596,SONATSOFTW,SONATSOFTW,NSE,1
6656,POLICYBZR,POLICYBZR,NSE,1
6752,699TS43,699TS43,NSE,100
6818,LATENTVIEW,LATENTVIEW,NSE,1
685,CHOLAFIN,CHOLAFIN,NSE,1
6874,74GS2035,74GS2035,NSE,1
6880,693HP32,693HP32,NSE,100
6885,828GS2032,828GS2032,NSE,1
6913,RPPL,RPPL,NSE,1
6943,TARSONS,TARSONS,NSE,1
6981,83GS2040,83GS2040,NSE,1
7024,82GS2025,82GS2025,NSE,1
703,DICIND,DICIND,NSE,1
708,SHRADHA,SHRADHA,NSE,1
715,HEUBACHIND,HEUBACHIND,NSE,1
7153,63PY27,63PY27,NSE,100
729,SGBDEC25XI,SGBDEC25XI,NSE,1
7229,HCLTECH,HCLTECH,NSE,1
7412,ALPHA,ALPHA,NSE,1
7500,629RJ26A,629RJ26A,NSE,100
7506,WOCKPHARMA,WOCKPHARMA,NSE,1
7519,703HP31,703HP31,NSE,100
755854,681HR39,681HR39,NSE,100
755928,182D161025,182D161025,NSE,100
755940,78ABCL33,78ABCL33,NSE,1
755949,79ABCL28,79ABCL28,NSE,1
756000,1015UCL27,1015UCL27,NSE,1
756063,672MH38,672MH38,NSE,100
756068,364D240426,364D240426,NSE,100
756094,675HR38,675HR38,NSE,100
756099,677PN43,677PN43,NSE,100
756101,667UP32,667UP32,NSE,100
756105,679TS52,679TS52,NSE,100
756165,850HHFL27,850HHFL27,NSE,1
756175,765TML27,765TML27,NSE,1
756179,765TML28,765TML28,NSE,1
756331,678IRFC30,678IRFC30,NSE,1
756705,673HPCL30,673HPCL30,NSE,1
756711,91D010825,91D010825,NSE,100
756724,726IRMT45,726IRMT45,NSE,1
756741,702RECL40,702RECL40,NSE,1
756791,709TS59,709TS59,NSE,100
756807,642JK31,642JK31,NSE,100
756816,685RJ47,685RJ47,NSE,100
756817,685RJ51,685RJ51,NSE,100
756854,667AP32,667AP32,NSE,100
756865,677MP39,677MP39,NSE,100
756908,676JK31,676JK31,NSE,100
757035,668HR38,668HR38,NSE,100
756950,AAFS29A,AAFS29A,NSE,1
757037,684JK42,684JK42,NSE,100
757389,688MP41,688MP41,NSE,100
757148,738ABCL28,738ABCL28,NSE,1
757399,661AP34,661AP34,NSE,100
757425,60TN28,60TN28,NSE,100
757427,665AP33,665AP33,NSE,100
757428,665AP34,665AP34,NSE,100
757429,668AP35B,668AP35B,NSE,100
757483,667NBFID30,667NBFID30,NSE,1
757550,708MH39,708MH39,NSE,100
757557,709KL52,709KL52,NSE,100
757575,706RECL35,706RECL35,NSE,1
757612,945SCL29,945SCL29,NSE,1
757652,714MP41,714MP41,NSE,100
757743,714TS55,714TS55,NSE,100
757761,749RCFL28,749RCFL28,NSE,1
757869,895AEL27,895AEL27,NSE,1
757871,885AEL28,885AEL28,NSE,1
757915,681RL36,681RL36,NSE,1
757917,652RL28,652RL28,NSE,1
757936,710TS57,710TS57,NSE,100
757943,INFIBPP,INFIBPP,NSE,1
7671,875IHFL29,875IHFL29,NSE,1
758173,PROSTARM,PROSTARM,NSE,1
758178,NIKITA,NIKITA,NSE,1200
776,656MH30,656MH30,NSE,100
7812,704TN30,704TN30,NSE,100
7823,729KA34,729KA34,NSE,100
7844,AUTOIETF,AUTOIETF,NSE,1
7908,737KA38,737KA38,NSE,100
7963,PRECISION,PRECISION,NSE,2000
8077,MIDCAP,MIDCAP,NSE,1
8122,737AP38,737AP38,NSE,100
8159,FIBERWEB,FIBERWEB,NSE,1
817,DCW,DCW,NSE,1
8182,MOMOMENTUM,MOMOMENTUM,NSE,1
8186,685AS29,685AS29,NSE,100
8190,716KA36,716KA36,NSE,100
8197,712PN37,712PN37,NSE,100
8289,709GJ32,709GJ32,NSE,100
8319,648RJ27,648RJ27,NSE,100
8327,717BR32,717BR32,NSE,100
840,651HP30,651HP30,NSE,100
8498,735JH38,735JH38,NSE,100
8560,COOLCAPS,COOLCAPS,NSE,2500
8677,ABSLFTTQRG,ABSLFTTQRG,NSE,1
8686,731KL32,731KL32,NSE,100
8701,736WB32,736WB32,NSE,100
877,676PN40,676PN40,NSE,100
874,ASTRON,ASTRON,NSE,1
8733,S&SPOWER,S&SPOWER,NSE,1
8773,H1876D46DG,H1876D46DG,NSE,1
8774,H1876D46DQ,H1876D46DQ,NSE,1
8777,H1876D46RQ,H1876D46RQ,NSE,1
8930,729AP34,729AP34,NSE,100
919,EIHOTEL,EIHOTEL,NSE,1
940,PGHL,PGHL,NSE,1
8944,RITCO,RITCO,NSE,1
9046,AGROPHOS,AGROPHOS,NSE,1
953,622GS2035,622GS2035,NSE,1
9530,746AP27,746AP27,NSE,100
9532,77RJ32,77RJ32,NSE,100
9582,KHAITANLTD,KHAITANLTD,NSE,1
9590,POLYCAB,POLYCAB,NSE,1
9695,762MH30,762MH30,NSE,100
9717,772JK32,772JK32,NSE,100
9750,ETHOSLTD,ETHOSLTD,NSE,1
9771,777GJ31,777GJ31,NSE,100
981,EPL,EPL,NSE,1
9781,782MN32,782MN32,NSE,100
9802,TIL,TIL,NSE,1
9826,803AP35,803AP35,NSE,100
9923,788NL32,788NL32,NSE,100
9952,785RJ39,785RJ39,NSE,100
5475,GRSE,GRSE,NSE,1
5537,693HP31,693HP31,NSE,100
5570,702ML41,702ML41,NSE,100
5585,VIJAYA,VIJAYA,NSE,1
5614,GANESHBE,GANESHBE,NSE,1
5677,685MP31,685MP31,NSE,100
5697,698WB36,698WB36,NSE,100
5732,AXISCETF,AXISCETF,NSE,1
5748,CYIENT,CYIENT,NSE,1
5782,MASPTOP50,MASPTOP50,NSE,1
5851,BANKNIFTY1,BANKNIFTY1,NSE,1
591,840IRFC29,840IRFC29,NSE,1
5863,850SCL25A,850SCL25A,NSE,1
5897,694AP41,694AP41,NSE,100
5900,AXISBANK,AXISBANK,NSE,1
5948,SOUTHBANK,SOUTHBANK,NSE,1
6136,DIGJAMLMTD,DIGJAMLMTD,NSE,1
6207,IIFLZC26,IIFLZC26,NSE,1
6211,699HR31,699HR31,NSE,100
628,CESC,CESC,NSE,1
630,694TS50A,694TS50A,NSE,100
6259,RAJVIR,RAJVIR,NSE,1
6297,HEALTHY,HEALTHY,NSE,1
641,DNAMEDIA,DNAMEDIA,NSE,1
6302,APOLSINHOT,APOLSINHOT,NSE,1
6479,703MN31,703MN31,NSE,100
6481,696TN31,696TN31,NSE,100
6543,GRPLTD,GRPLTD,NSE,1
6696,699GS2051,699GS2051,NSE,1
6749,698WB37,698WB37,NSE,100
6817,695GS2061,695GS2061,NSE,1
6881,692HP33,692HP33,NSE,100
6934,MODIRUBBER,MODIRUBBER,NSE,1
6992,692AP41,692AP41,NSE,100
7045,683KA31A,683KA31A,NSE,100
7083,STARHEALTH,STARHEALTH,NSE,1
7087,923GS2043,923GS2043,NSE,1
7105,TEGA,TEGA,NSE,1
7155,683KA31B,683KA31B,NSE,100
7184,706GS2046,706GS2046,NSE,1
7196,BBETF0432,BBETF0432,NSE,1
7200,SHRIRAMPPS,SHRIRAMPPS,NSE,1
7318,707TN38,707TN38,NSE,100
7339,ABSLNN50ET,ABSLNN50ET,NSE,1
7358,DATAPATTNS,DATAPATTNS,NSE,1
7374,STAR,STAR,NSE,1
7413,MANAKCOAT,MANAKCOAT,NSE,1
7511,696PY30,696PY30,NSE,100
742,COSMOFIRST,COSMOFIRST,NSE,1
7533,702TN31,702TN31,NSE,100
755856,687TS47,687TS47,NSE,100
755859,182D101025,182D101025,NSE,100
7560,UNITEDPOLY,UNITEDPOLY,NSE,1
755926,671TN35,671TN35,NSE,100
755951,801ABCL28,801ABCL28,NSE,1
755988,703NBFID30,703NBFID30,NSE,1
756006,727SHFL27,727SHFL27,NSE,1
756008,735SFL27,735SFL27,NSE,1
756324,NPST,NPST,NSE,1
756402,ATCENERGY,ATCENERGY,NSE,1200
756406,SHRIAHIMSA,SHRIAHIMSA,NSE,1200
756713,364D010526,364D010526,NSE,100
756714,820MFL30,820MFL30,NSE,1
756718,832HHFL27,832HHFL27,NSE,1
756767,661PFCL28,661PFCL28,NSE,1
756784,KRISHIVAL,KRISHIVAL,NSE,1
756866,678KL40,678KL40,NSE,100
756868,91D070825,91D070825,NSE,100
756870,364D070526,364D070526,NSE,100
756890,633GS2035,633GS2035,NSE,1
756905,686NHPCL37,686NHPCL37,NSE,1
756921,686NHPCL39,686NHPCL39,NSE,1
756954,915PFL27,915PFL27,NSE,1
757014,THELEELA,THELEELA,NSE,1
757039,689RJ48,689RJ48,NSE,100
757043,182D271125,182D271125,NSE,100
757049,RAJOOENG,RAJOOENG,NSE,1
757096,AONENIFTY,AONENIFTY,NSE,1
757140,AAFS29,AAFS29,NSE,1
757142,EQUAL50,EQUAL50,NSE,1
757172,930APMD33,930APMD33,NSE,1
757180,930APMD28,930APMD28,NSE,1
757184,930APMD30,930APMD30,NSE,1
757404,857CIFL32,857CIFL32,NSE,1
757449,627PFCL27,627PFCL27,NSE,1
757478,SCODATUBES,SCODATUBES,NSE,1
757493,NEPTUNE,NEPTUNE,NSE,1000
757551,704HR40,704HR40,NSE,100
757564,364D250626,364D250626,NSE,100
757650,714MZ40,714MZ40,NSE,100
757663,880IIFL26,880IIFL26,NSE,1
757737,715MH45,715MH45,NSE,100
757746,182D010126,182D010126,NSE,100
757929,715MH49,715MH49,NSE,100
757873,AEL170725,AEL170725,NSE,1
757911,690BR35,690BR35,NSE,100
757913,682TN35,682TN35,NSE,100
757931,613OR28,613OR28,NSE,100
758300,GROWWLOVOL,GROWWLOVOL,NSE,1
758336,635LT28,635LT28,NSE,1
758344,950ISF27B,950ISF27B,NSE,1
7623,ALPSINDUS,ALPSINDUS,NSE,1
758594,ETL,ETL,NSE,150
758595,INTERNET,INTERNET,NSE,1
7627,SHREERAMA,SHREERAMA,NSE,1
7666,IIFLHFZC27,IIFLHFZC27,NSE,1
7668,843IHFL29,843IHFL29,NSE,1
7692,713HR32,713HR32,NSE,100
773,647MH28,647MH28,NSE,100
7715,722AP42,722AP42,NSE,100
7797,UNIINFO,UNIINFO,NSE,1
781,DALMIASUG,DALMIASUG,NSE,1
7813,714KA32,714KA32,NSE,100
7815,728TS35,728TS35,NSE,100
7843,654GS2032,654GS2032,NSE,1
79,ALEMBICLTD,ALEMBICLTD,NSE,1
7862,GEPIL,GEPIL,NSE,1
7867,643RJ27,643RJ27,NSE,100
8136,724RJ32A,724RJ32A,NSE,100
8167,MANYAVAR,MANYAVAR,NSE,1
8284,699PY29,699PY29,NSE,100
8311,BLUESTARCO,BLUESTARCO,NSE,1
8329,717KL32,717KL32,NSE,100
8333,713TS34,713TS34,NSE,100
8336,713HR42,713HR42,NSE,100
8354,725GJ32,725GJ32,NSE,100
8355,725HR32,725HR32,NSE,100
8357,725TN32,725TN32,NSE,100
8366,731AP42,731AP42,NSE,100
8371,733TN52A,733TN52A,NSE,100
8401,SGBMAR30X,SGBMAR30X,NSE,1
8423,RUCHINFRA,RUCHINFRA,NSE,1
8492,722RJ32,722RJ32,NSE,100
8521,SPRL,SPRL,NSE,800
8580,74HR37,74HR37,NSE,100
8632,LOWVOL1,LOWVOL1,NSE,1
8665,DIL,DIL,NSE,1
8693,734UP32,734UP32,NSE,100
8696,VRLLOG,VRLLOG,NSE,1
8698,734NL32,734NL32,NSE,100
8703,736TS36,736TS36,NSE,100
8736,PNBGILTS,PNBGILTS,NSE,1
8761,H187646RG,H187646RG,NSE,1
8882,TNIDETF,TNIDETF,NSE,1
9014,ANUP,ANUP,NSE,1
9079,WALCHANNAG,WALCHANNAG,NSE,1
9264,ARROWGREEN,ARROWGREEN,NSE,1
9273,843SCL27,843SCL27,NSE,1
9277,889SCL27,889SCL27,NSE,1
9376,QUINTEGRA,QUINTEGRA,NSE,1
95,676MP33,676MP33,NSE,100
9431,NORBTEAEXP,NORBTEAEXP,NSE,1
9451,778AP42,778AP42,NSE,100
9505,KEYFINSERV,KEYFINSERV,NSE,1
9537,727GS2026,727GS2026,NSE,1
9540,SAKAR,SAKAR,NSE,1
9552,RVNL,RVNL,NSE,1
958,ESCORTS,ESCORTS,NSE,1
9696,767AP31,767AP31,NSE,100
9708,769MZ31,769MZ31,NSE,100
9719,773WB32,773WB32,NSE,100
9785,79AP33,79AP33,NSE,100
988,648MZ30,648MZ30,NSE,100
9822,789MH32,789MH32,NSE,100
9830,807AP36,807AP36,NSE,100
9870,795HR32,795HR32,NSE,100
9914,78AP31A,78AP31A,NSE,100
9917,NEOGEN,NEOGEN,NSE,1
1000,656MH32,656MH32,NSE,100
1001,94SFL28,94SFL28,NSE,1
10060,SFMP6GR,SFMP6GR,NSE,1
10176,SETFNIF50,SETFNIF50,NSE,1
10192,SHYAMCENT,SHYAMCENT,NSE,1
10203,793AP33,793AP33,NSE,100
10277,NGLFINE,NGLFINE,NSE,1
10384,802WB37,802WB37,NSE,100
10394,785PN32,785PN32,NSE,100
10454,797WB42,797WB42,NSE,100
10459,777GJ32,777GJ32,NSE,100
10473,POWERMECH,POWERMECH,NSE,1
10511,UTINIFTETF,UTINIFTETF,NSE,1
10527,772AP34,772AP34,NSE,100
10532,785KL35,785KL35,NSE,100
10676,MNC,MNC,NSE,1
10710,VEEKAYEM,VEEKAYEM,NSE,500
10719,774AP38,774AP38,NSE,100
1073,FOSECOIND,FOSECOIND,NSE,1
10753,UNIONBANK,UNIONBANK,NSE,1
1083,661RJ30,661RJ30,NSE,100
10771,766UP32,766UP32,NSE,100
10791,NUCLEUS,NUCLEUS,NSE,1
10844,77TN42,77TN42,NSE,100
10855,753HR30,753HR30,NSE,100
10885,JFLLIFE,JFLLIFE,NSE,6000
10893,DBOL,DBOL,NSE,1
10962,745AP40,745AP40,NSE,100
10971,MEGAFLEX,MEGAFLEX,NSE,3000
10999,MARUTI,MARUTI,NSE,1
11037,BANKIETF,BANKIETF,NSE,1
11082,LIBAS,LIBAS,NSE,1
11226,BAGFILMS,BAGFILMS,NSE,1
11241,HDFCGROWTH,HDFCGROWTH,NSE,1
11293,UNIENTER,UNIENTER,NSE,1
11299,76AP28,76AP28,NSE,100
11386,PVTBANIETF,PVTBANIETF,NSE,1
11424,77KL47,77KL47,NSE,100
11511,CENTEXT,CENTEXT,NSE,1
11513,785BR32,785BR32,NSE,100
11515,785PN42,785PN42,NSE,100
11536,TCS,TCS,NSE,1
11547,HDFCLOWVOL,HDFCLOWVOL,NSE,1
11559,HDFC1359DD,HDFC1359DD,NSE,1
11565,HDFC1359RQ,HDFC1359RQ,NSE,1
11596,LINCOLN,LINCOLN,NSE,1
11619,GOLDENTOBC,GOLDENTOBC,NSE,1
11630,NTPC,NTPC,NSE,1
11695,788MP33,788MP33,NSE,100
11744,JINDALPHOT,JINDALPHOT,NSE,1
11760,775AP29,775AP29,NSE,100
11860,JKPAPER,JKPAPER,NSE,1
11861,93SCL24A,93SCL24A,NSE,1
11867,776HR30,776HR30,NSE,100
11870,785HP36,785HP36,NSE,100
11910,RITEZONE,RITEZONE,NSE,1600
11930,NECLIFE,NECLIFE,NSE,1
11938,SPLIL,SPLIL,NSE,1
11987,ICIL,ICIL,NSE,1
11999,FCSSOFT,FCSSOFT,NSE,1
12015,AEROENTER,AEROENTER,NSE,1
12071,UTIRQP35P1,UTIRQP35P1,NSE,1
12072,SCPL,SCPL,NSE,1
12301,769GA32A,769GA32A,NSE,100
12303,77HR34,77HR34,NSE,100
12345,763TN47,763TN47,NSE,100
1247,GSFC,GSFC,NSE,1
12456,CAGL25A,CAGL25A,NSE,1
12489,SWSOLAR,SWSOLAR,NSE,1
12643,OSIAHYPER,OSIAHYPER,NSE,1
12701,768JK37,768JK37,NSE,100
12710,763KA42,763KA42,NSE,100
12749,DJML,DJML,NSE,1
1289,GFLLIMITED,GFLLIMITED,NSE,1
12933,97SFL26,97SFL26,NSE,1
13,ABB,ABB,NSE,1
13057,UNIPARTS,UNIPARTS,NSE,1
13116,QUICKHEAL,QUICKHEAL,NSE,1
13127,763HP37,763HP37,NSE,100
13228,ABSLFTUBDG,ABSLFTUBDG,NSE,1
13254,768KA34,768KA34,NSE,100
13389,767TS35,767TS35,NSE,100
13393,769TN37,769TN37,NSE,100
13419,SUPREMEINF,SUPREMEINF,NSE,1
13441,BALPHARMA,BALPHARMA,NSE,1
13457,KAMDHENU,KAMDHENU,NSE,1
13477,87SCL25,87SCL25,NSE,1
13502,MOXSH,MOXSH,NSE,3200
13522,NECCLTD,NECCLTD,NSE,1
13575,MANUGRAPH,MANUGRAPH,NSE,1
13577,VOLTAMP,VOLTAMP,NSE,1
136,ANDHRSUGAR,ANDHRSUGAR,NSE,1
1364,649GJ29,649GJ29,NSE,100
13648,TALBROAUTO,TALBROAUTO,NSE,1
13680,NRL,NRL,NSE,1
13701,GOLDKART,GOLDKART,NSE,625
13719,759TS37,759TS37,NSE,100
13734,INSPIRISYS,INSPIRISYS,NSE,1
13735,GLOBALVECT,GLOBALVECT,NSE,1
13795,PARSVNATH,PARSVNATH,NSE,1
13852,865IIFL28,865IIFL28,NSE,1
1386,674TS50,674TS50,NSE,100
13858,IIFLZC28A,IIFLZC28A,NSE,1
13897,769MZ37,769MZ37,NSE,100
13972,771AP36,771AP36,NSE,100
13979,773RJ38,773RJ38,NSE,100
14034,1030SFIL28,1030SFIL28,NSE,1
14036,940SFIL28,940SFIL28,NSE,1
14038,985SFIL28,985SFIL28,NSE,1
14049,10IFSL26,10IFSL26,NSE,1
14074,APTECHT,APTECHT,NSE,1
14092,767AS33A,767AS33A,NSE,100
14107,76GJ35,76GJ35,NSE,100
14109,764UP36,764UP36,NSE,100
14167,759TS40A,759TS40A,NSE,100
1422,66RJ30B,66RJ30B,NSE,100
14211,LRRPL,LRRPL,NSE,1500
14263,AGARWALFT,AGARWALFT,NSE,1500
14272,765HR33A,765HR33A,NSE,100
14277,759MP38,759MP38,NSE,100
14278,ORIENTBELL,ORIENTBELL,NSE,1
14339,GANESHHOUC,GANESHHOUC,NSE,1
14366,IDEA,IDEA,NSE,1
14367,772MH31,772MH31,NSE,100
14373,774AP32,774AP32,NSE,100
14385,POCL,POCL,NSE,1
14401,UTIRPP36P1,UTIRPP36P1,NSE,1
14441,775UP35,775UP35,NSE,100
14529,769NHAI31,769NHAI31,NSE,1
14532,77HR32,77HR32,NSE,100
14549,766MH33,766MH33,NSE,100
14552,PHOENIXLTD,PHOENIXLTD,NSE,1
14554,774UP37,774UP37,NSE,100
14557,AROGRANITE,AROGRANITE,NSE,1
14598,SGBMAR31IV,SGBMAR31IV,NSE,1
14631,HILTON,HILTON,NSE,1
14647,778TS34,778TS34,NSE,100
14655,774WB41,774WB41,NSE,100
14707,TIMETECHNO,TIMETECHNO,NSE,1
14721,948SCL26D,948SCL26D,NSE,1
14738,HFMPM23RQD,HFMPM23RQD,NSE,1
14742,AXSENSEX,AXSENSEX,NSE,1
14761,NELCAST,NELCAST,NSE,1
14771,TARMAT,TARMAT,NSE,1
14778,131NSETEST,131NSETEST,NSE,1
14802,ABSLFTUJRG,ABSLFTUJRG,NSE,1
14861,776KL58,776KL58,NSE,100
14871,USK,USK,NSE,1
14937,CIEINDIA,CIEINDIA,NSE,1
14952,INDOWIND,INDOWIND,NSE,1
14954,76AP29,76AP29,NSE,100
14966,CSBBANK,CSBBANK,NSE,1
14971,710GR2028,710GR2028,NSE,1
15051,MOS,MOS,NSE,400
15068,RELIGARE,RELIGARE,NSE,1
15085,SILVERETF,SILVERETF,NSE,1
1515,INDIACEM,INDIACEM,NSE,1
